Timestamp	이름 (또는 닉네임)	이 책에서 가장 중요하다고 생각하는 키워드 3개	이 책의 핵심 메시지를 한 문장으로 요약한다면?	이 책을 읽고 나만의 관점에서 얻은 인사이트는?	이 책과 연결되는 다른 개념이나 키워드가 있다면?	이 책이 당신의 기존 생각에 미친 영향은?	나와 비슷한 관점을 가질 것 같은 참여자가 있다면?
Wed Jan 10 2024 18:30:00 GMT+0900 (Korean Standard Time)	조민준	울트라퍼포먼스, 극한성능, 인간한계돌파	인간 능력의 절대적 한계를 뛰어넘는 도전	불가능해 보이는 목표를 현실로 만드는 극한 추구	극한성능	기존 생각을 크게 확장시켰다	최하은
Wed Jan 10 2024 18:45:00 GMT+0900 (Korean Standard Time)	최하은	메타러닝, 학습의학습, 배움자체의진화	단순한 지식 습득을 넘어선 학습 능력의 진화	어떻게 배울지를 배우는 메타인지적 학습	학습진화	완전히 새로운 관점을 제시했다	김민준
Sat Jan 06 2024 15:45:00 GMT+0900 (Korean Standard Time)	도채원	단순함의철학, 미니멀사고, 본질추구	복잡함을 제거하고 단순함의 아름다움	불필요한 것들을 모두 제거하고 정말 중요한 것만	단순함	완전히 새로운 관점을 제시했다	라현준
Sat Jan 06 2024 16:00:00 GMT+0900 (Korean Standard Time)	라현준	사회학습이론, 관찰학습, 모델링	다른 사람을 관찰하며 학습하기	성공한 사람들의 행동을 세심하게 관찰하고 모방	관찰학습	기존 생각을 부분적으로 수정했다	모아린
Sat Jan 06 2024 16:15:00 GMT+0900 (Korean Standard Time)	모아린	의례인류학, 통과의례, 변화의식	인생의 중요한 전환점을 의식으로	습관 시작을 하나의 통과의례로 의미 부여	통과의례	기존 생각을 확인강화시켰다	배준우
Sat Jan 06 2024 16:30:00 GMT+0900 (Korean Standard Time)	배준우	과학철학, 가설검증, 반증가능성	과학적 방법으로 가설을 세우고 검증	내 가설이 틀릴 수도 있다는 열린 마음으로	과학철학	기존 생각을 크게 확장시켰다	서지민
Sat Jan 06 2024 16:45:00 GMT+0900 (Korean Standard Time)	서지민	사회정체성이론, 내집단편향, 소속감	소속 집단이 개인 정체성을 형성	운동하는 사람들' 집단의 일원이라는 정체성	집단정체성	완전히 새로운 관점을 제시했다	염시후
Sat Jan 06 2024 17:00:00 GMT+0900 (Korean Standard Time)	염시후	위험관리, 리스크평가, 안전장치	극한 스포츠의 안전 관리법 적용	습관 실패 위험을 미리 평가하고 안전장치 마련	리스크관리	기존 생각을 부분적으로 수정했다	유채은
Sat Jan 06 2024 17:15:00 GMT+0900 (Korean Standard Time)	유채은	통합적웰빙, 다차원건강, 전인적관리	신체적 정신적 사회적 건강의 통합	몸과 마음과 관계와 영성까지 통합적 접근	통합웰빙	기존 생각을 확인강화시켰다	이건희
Sat Jan 06 2024 17:30:00 GMT+0900 (Korean Standard Time)	이건희	학습분석학, 데이터기반교육, 개인화	학습 데이터로 개인화된 교육 설계	내 학습 패턴 데이터로 최적화된 습관 설계	학습분석	기존 생각을 크게 확장시켰다	임나은
Sat Jan 06 2024 17:45:00 GMT+0900 (Korean Standard Time)	임나은	체화된인지, 몸의지혜, 감각적앎	머리가 아닌 몸으로 아는 지혜	논리적 분석보다는 몸의 직관적 감각을 신뢰	체화인지	완전히 새로운 관점을 제시했다	장준영
Sat Jan 06 2024 18:00:00 GMT+0900 (Korean Standard Time)	장준영	크라우드소싱, 집단지성, 협력적문제해결	많은 사람의 지혜를 모아 문제 해결	혼자 고민하지 말고 커뮤니티의 집단지성 활용	크라우드소싱	기존 생각을 부분적으로 수정했다	정서진
Sat Jan 06 2024 18:15:00 GMT+0900 (Korean Standard Time)	정서진	디지털휴머니즘, 기술과인간성, 균형	기술 발전과 인간성의 조화	AI 시대에도 인간다움을 잃지 않는 균형	디지털휴머니즘	기존 생각을 확인강화시켰다	조민준
Sat Jan 06 2024 18:30:00 GMT+0900 (Korean Standard Time)	조민준	플로우엔지니어링, 몰입설계, 최적경험창조	몰입 상태를 의도적으로 설계하기	도전과 기술의 균형으로 몰입 상태 만들기	플로우설계	기존 생각을 크게 확장시켰다	최하은
Sat Jan 06 2024 18:45:00 GMT+0900 (Korean Standard Time)	최하은	참여행동연구, 현장개입, 변화주도	연구자이면서 동시에 변화의 주체	내 삶을 연구하면서 동시에 개선하는 주체	참여연구	완전히 새로운 관점을 제시했다	김민준
Sun Jan 07 2024 09:00:00 GMT+0900 (Korean Standard Time)	김민준	후각심리학, 향기치료, 감정조절	향기가 감정과 행동에 미치는 영향	라벤더 향으로 안정감을, 레몬 향으로 각성을	아로마테라피	기존 생각을 부분적으로 수정했다	이서연
Sun Jan 07 2024 09:15:00 GMT+0900 (Korean Standard Time)	이서연	로고테라피, 의미발견, 목적지향	삶의 의미를 찾는 것이 치유의 시작	고통도 의미가 있다면 견딜 수 있다는 깨달음	의미치료	기존 생각을 확인강화시켰다	박지호
Sun Jan 07 2024 09:30:00 GMT+0900 (Korean Standard Time)	박지호	6시그마, 품질관리, 오류제거	품질 관리 기법을 개인 관리에 적용	DMAIC 방법론으로 습관의 품질을 체계적 관리	6시그마	기존 생각을 크게 확장시켰다	최유진
Sun Jan 07 2024 09:45:00 GMT+0900 (Korean Standard Time)	최유진	기하급수적사고, 무어의법칙, 가속화	선형이 아닌 기하급수적 성장 추구	매일 1% 개선하면 1년 후 37배 성장하는 원리	지수적성장	완전히 새로운 관점을 제시했다	정도현
Sun Jan 07 2024 10:00:00 GMT+0900 (Korean Standard Time)	정도현	예측모델링, 시계열분석, 트렌드예측	과거 패턴으로 미래 성공 확률 예측	언제 포기할 위험이 높은지 데이터로 예측	예측분석	기존 생각을 부분적으로 수정했다	한예슬
Sun Jan 07 2024 10:15:00 GMT+0900 (Korean Standard Time)	한예슬	사이버네틱스, 피드백제어, 자동조절	자동 제어 시스템처럼 자기 조절	목표에서 벗어나면 자동으로 수정하는 시스템	사이버네틱스	기존 생각을 확인강화시켰다	강태민
Sun Jan 07 2024 10:30:00 GMT+0900 (Korean Standard Time)	강태민	뇌파측정, 뉴로피드백, 뇌훈련	뇌파를 측정하고 훈련하기	EEG로 집중 상태를 측정하고 개선하는 훈련	뉴로피드백	기존 생각을 크게 확장시켰다	송하린
Sun Jan 07 2024 10:45:00 GMT+0900 (Korean Standard Time)	송하린	서바이벌게임, 생존전략, 적응력	게임의 생존 전략을 현실에 적용	포트나이트처럼 변화하는 환경에 빠르게 적응	게임전략	완전히 새로운 관점을 제시했다	임재윤
Sun Jan 07 2024 11:00:00 GMT+0900 (Korean Standard Time)	임재윤	휴먼컴퓨터인터랙션, 자연스러운상호작용, 직관적인터페이스	인간과 컴퓨터의 자연스러운 상호작용	생각하지 않아도 자연스럽게 할 수 있는 설계	HCI	기존 생각을 부분적으로 수정했다	오수빈
Sun Jan 07 2024 11:15:00 GMT+0900 (Korean Standard Time)	오수빈	사회적기업, 사회적가치, 지속가능한임팩트	개인의 변화로 사회적 가치 창출	내 습관이 사회에 긍정적 임팩트를 만드는 방법	사회적가치	기존 생각을 확인강화시켰다	장서준
Sun Jan 07 2024 11:30:00 GMT+0900 (Korean Standard Time)	장서준	심리극, 역할연기, 감정표현	연극을 통한 심리 치료법 활용	과거의 상처를 연극으로 재연하며 치유하기	심리극	기존 생각을 크게 확장시켰다	윤지우
Sun Jan 07 2024 11:45:00 GMT+0900 (Korean Standard Time)	윤지우	아트씽킹, 예술적사고, 창의적표현	예술가의 사고 방식으로 문제 해결	논리적 분석보다는 예술적 직감과 표현	아트씽킹	완전히 새로운 관점을 제시했다	조예준
Sun Jan 07 2024 12:00:00 GMT+0900 (Korean Standard Time)	조예준	스마트시티, 도시혁신, 연결된생활	스마트 시티처럼 연결된 라이프스타일	IoT처럼 모든 습관이 데이터로 연결되는 시스템	스마트라이프	기존 생각을 부분적으로 수정했다	신서현
Sun Jan 07 2024 12:15:00 GMT+0900 (Korean Standard Time)	신서현	참선, 무념무상, 순수의식	생각을 멈추고 순수한 의식으로	복잡한 계획 없이 순수한 마음으로 자연스럽게	참선	기존 생각을 확인강화시켰다	홍도윤
Sun Jan 07 2024 12:30:00 GMT+0900 (Korean Standard Time)	홍도윤	린스타트업, MVP, 빠른검증	최소 기능으로 빠르게 검증하기	완벽한 계획보다는 작은 실험으로 빠르게 검증	린스타트업	기존 생각을 크게 확장시켰다	백주은
Sun Jan 07 2024 12:45:00 GMT+0900 (Korean Standard Time)	백주은	크로노바이올로지, 생체시계, 최적타이밍	생체시계 연구로 최적 타이밍 찾기	유전자 수준의 생체시계에 맞춰 습관 타이밍	생체시계학	완전히 새로운 관점을 제시했다	남시우
Sun Jan 07 2024 13:00:00 GMT+0900 (Korean Standard Time)	남시우	데브옵스, 개발운영통합, 지속적개선	개발과 운영을 통합한 지속적 개선	습관 설계와 실행을 통합해서 지속적 개선	데브옵스	기존 생각을 부분적으로 수정했다	류예은
Sun Jan 07 2024 13:15:00 GMT+0900 (Korean Standard Time)	류예은	애착이론, 안전기지, 신뢰관계	안정적 애착이 변화의 기반	믿고 의지할 수 있는 안전기지가 있어야 도전 가능	애착심리	기존 생각을 확인강화시켰다	문지훈
Sun Jan 07 2024 13:30:00 GMT+0900 (Korean Standard Time)	문지훈	블루오션전략, 새로운시장창조, 차별화	기존 경쟁을 피하고 새로운 영역 개척	남들과 똑같은 습관 말고 나만의 독특한 방법	블루오션	기존 생각을 크게 확장시켰다	고은우
Sun Jan 07 2024 13:45:00 GMT+0900 (Korean Standard Time)	고은우	비폭력의사소통, 공감적소통, 자기표현	비폭력적 소통으로 자기 관계 개선	자신에게도 비폭력적으로 자비롭게 소통하기	비폭력소통	완전히 새로운 관점을 제시했다	양준서
Sun Jan 07 2024 14:00:00 GMT+0900 (Korean Standard Time)	양준서	프랙탈기하학, 자기유사성, 반복패턴	작은 패턴이 큰 패턴과 같은 구조	일상의 작은 습관이 인생 전체 패턴을 반영	프랙탈	기존 생각을 부분적으로 수정했다	권민서
Sun Jan 07 2024 14:15:00 GMT+0900 (Korean Standard Time)	권민서	자기효능감이론, 성공경험, 자신감구축	작은 성공이 더 큰 성공의 기반	쉬운 습관부터 성공해서 자신감을 차곡차곡	자기효능감	기존 생각을 확인강화시켰다	마준혁
Sun Jan 07 2024 14:30:00 GMT+0900 (Korean Standard Time)	마준혁	칸반보드, 시각적관리, 흐름제어	칸반으로 습관 진행상황 시각화	To Do - Doing - Done으로 습관 상태 관리	칸반	기존 생각을 크게 확장시켰다	진서윤
Sun Jan 07 2024 14:45:00 GMT+0900 (Korean Standard Time)	진서윤	셀프컴패션, 자기자비, 친절한마음	자신에게 친구처럼 친절하기	실패했을 때 자책하지 말고 자비로운 마음으로	자기자비	완전히 새로운 관점을 제시했다	방시원
Sun Jan 07 2024 15:00:00 GMT+0900 (Korean Standard Time)	방시원	온톨로지, 지식체계, 개념관계	지식의 구조와 관계를 체계적으로	습관들 사이의 개념적 관계와 위계 구조 파악	온톨로지	기존 생각을 부분적으로 수정했다	공지안
Sun Jan 07 2024 15:15:00 GMT+0900 (Korean Standard Time)	공지안	감성브랜딩, 감정적연결, 스토리텔링	이성이 아닌 감성으로 연결하기	습관에 감동적인 이야기를 입혀서 감정적 몰입	감성브랜딩	기존 생각을 확인강화시켰다	노건우
Sun Jan 07 2024 15:30:00 GMT+0900 (Korean Standard Time)	노건우	크로스트레이닝, 다양성, 균형발달	한 가지만이 아닌 다양한 운동	다양한 자극으로 균형잡힌 발달과 지루함 방지	크로스트레이닝	기존 생각을 크게 확장시켰다	도채원
Sun Jan 07 2024 15:45:00 GMT+0900 (Korean Standard Time)	도채원	왜비사비, 불완전함의아름다움, 수용	불완전함에서 찾는 아름다움	완벽하지 않아도 그 자체로 아름답다는 수용	와비사비	완전히 새로운 관점을 제시했다	라현준
Sun Jan 07 2024 16:00:00 GMT+0900 (Korean Standard Time)	라현준	피어러닝, 동료학습, 상호교육	동료들과 서로 가르치고 배우기	혼자 공부하는 것보다 서로 가르치며 함께 성장	동료학습	기존 생각을 부분적으로 수정했다	모아린
Sun Jan 07 2024 16:15:00 GMT+0900 (Korean Standard Time)	모아린	샤머니즘, 영적여행, 내면탐구	고대 지혜의 영적 수행법 활용	드럼 소리와 함께하는 내면 여행으로 자아 탐구	샤머니즘	기존 생각을 확인강화시켰다	배준우
Sun Jan 07 2024 16:30:00 GMT+0900 (Korean Standard Time)	배준우	포퍼철학, 반증주의, 오류수정	틀릴 수 있다는 겸손한 자세	내 방법이 틀릴 수도 있다는 열린 마음으로	반증철학	기존 생각을 크게 확장시켰다	서지민
Sun Jan 07 2024 16:45:00 GMT+0900 (Korean Standard Time)	서지민	사회학습이론, 모델링, 동일시	존경하는 사람과 동일시하며 학습	롤모델의 행동을 관찰하고 내재화하기	사회학습	완전히 새로운 관점을 제시했다	염시후
Sun Jan 07 2024 17:00:00 GMT+0900 (Korean Standard Time)	염시후	서바이벌심리학, 극한상황대처, 정신력	생존 상황의 정신력을 일상에 적용	극한 상황을 견뎌낸 정신력으로 작은 어려움 극복	서바이벌	기존 생각을 부분적으로 수정했다	유채은
Sun Jan 07 2024 17:15:00 GMT+0900 (Korean Standard Time)	유채은	인테그럴이론, 통합적관점, 다차원적접근	모든 관점을 통합하는 메타이론	개인-집단, 내면-외면의 4차원을 모두 고려	통합이론	기존 생각을 확인강화시켰다	이건희
Sun Jan 07 2024 17:30:00 GMT+0900 (Korean Standard Time)	이건희	적응학습, 개인맞춤화, 지능형시스템	개인에게 맞춰 적응하는 학습 시스템	AI처럼 내 패턴을 학습해서 점점 더 맞춤화	적응학습	기존 생각을 크게 확장시켰다	임나은
Sun Jan 07 2024 17:45:00 GMT+0900 (Korean Standard Time)	임나은	몸의현상학, 체험된몸, 살아있는몸	몸을 통해 세상을 경험하고 이해	개념적 이해가 아닌 몸으로 직접 체험하는 앎	현상학	완전히 새로운 관점을 제시했다	장준영
Sun Jan 07 2024 18:00:00 GMT+0900 (Korean Standard Time)	장준영	버추얼팀, 원격협업, 디지털연결	물리적 거리와 상관없는 협업	전 세계 사람들과 온라인으로 연결되어 함께	가상협업	기존 생각을 부분적으로 수정했다	정서진
Sun Jan 07 2024 18:15:00 GMT+0900 (Korean Standard Time)	정서진	디지털디톡스, 의식적분리, 오프라인회복	디지털 기기와의 건강한 거리두기	정해진 시간에는 완전히 오프라인으로 회복	디지털디톡스	기존 생각을 확인강화시켰다	조민준
Sun Jan 07 2024 18:30:00 GMT+0900 (Korean Standard Time)	조민준	몰입공학, 플로우상태설계, 최적성능	몰입 상태를 공학적으로 설계하기	환경-과제-기술의 최적 조합으로 몰입 상태	몰입공학	기존 생각을 크게 확장시켰다	최하은
Sun Jan 07 2024 18:45:00 GMT+0900 (Korean Standard Time)	최하은	액션사이언스, 실천과학, 현장지향	실천 현장에서 바로 적용되는 과학	실험실이 아닌 실생활에서 바로 써먹는 과학	실천과학	완전히 새로운 관점을 제시했다	김민준
Mon Jan 08 2024 09:00:00 GMT+0900 (Korean Standard Time)	김민준	청각심리학, 소리치료, 음향환경	소리가 심리와 행동에 미치는 영향	백색소음으로 집중력을, 자연 소리로 안정감을	사운드테라피	기존 생각을 부분적으로 수정했다	이서연
Mon Jan 08 2024 09:15:00 GMT+0900 (Korean Standard Time)	이서연	실존주의심리학, 자유와책임, 진정성	자유롭게 선택하고 책임지는 존재	외부 조건이 아닌 내 자유의지로 선택하고 책임	실존심리학	기존 생각을 확인강화시켰다	박지호
Mon Jan 08 2024 09:30:00 GMT+0900 (Korean Standard Time)	박지호	토탈퀄리티매니지먼트, 전사적품질관리, 지속적개선	전체 시스템의 품질을 지속적으로 관리	라이프스타일 전체를 하나의 품질 시스템으로	TQM	기존 생각을 크게 확장시켰다	최유진
Mon Jan 08 2024 09:45:00 GMT+0900 (Korean Standard Time)	최유진	복리의마법, 시간의힘, 장기투자	시간이 만드는 복리의 마법	매일 작은 개선이 시간을 통해 기하급수적 성장	복리효과	완전히 새로운 관점을 제시했다	정도현
Mon Jan 08 2024 10:00:00 GMT+0900 (Korean Standard Time)	정도현	머신러닝, 패턴인식, 학습알고리즘	기계학습처럼 데이터에서 패턴 학습	과거 데이터에서 성공 패턴을 찾아 학습하기	머신러닝	기존 생각을 부분적으로 수정했다	한예슬
Mon Jan 08 2024 10:15:00 GMT+0900 (Korean Standard Time)	한예슬	오토메이션, 자동화시스템, 효율성극대화	반복 작업을 자동화로 해결	의지력에 의존하지 말고 시스템으로 자동화	자동화	기존 생각을 확인강화시켰다	강태민
Mon Jan 08 2024 10:30:00 GMT+0900 (Korean Standard Time)	강태민	뇌신경과학, 시냅스가소성, 학습원리	뇌의 물리적 변화 원리 활용	반복으로 뇌의 신경 연결이 실제로 강화되는 원리	뇌신경학	기존 생각을 크게 확장시켰다	송하린
Mon Jan 08 2024 10:45:00 GMT+0900 (Korean Standard Time)	송하린	게임심리학, 재미요소, 동기유지	게임이 재미있는 심리학적 원리	적절한 도전, 즉시 피드백, 진행상황 시각화	게임심리	완전히 새로운 관점을 제시했다	임재윤
Mon Jan 08 2024 11:00:00 GMT+0900 (Korean Standard Time)	임재윤	인터랙션디자인, 사용자경험, 직관적사용	사람과 시스템의 상호작용 최적화	복잡하지 않고 직관적으로 사용할 수 있는 설계	인터랙션	기존 생각을 부분적으로 수정했다	오수빈
Mon Jan 08 2024 11:15:00 GMT+0900 (Korean Standard Time)	오수빈	소셜임팩트, 사회적변화, 선한영향력	개인의 작은 변화가 만드는 사회적 파급	내 습관 변화가 주변 사람들에게 미치는 영향	사회적임팩트	기존 생각을 확인강화시켰다	장서준
Mon Jan 08 2024 11:30:00 GMT+0900 (Korean Standard Time)	장서준	트라우마인폼드케어, 안전감조성, 치유환경	상처를 고려한 안전한 환경 조성	과거 실패 경험을 고려해서 안전한 시도 환경	트라우마케어	기존 생각을 크게 확장시켰다	윤지우
Mon Jan 08 2024 11:45:00 GMT+0900 (Korean Standard Time)	윤지우	크리에이티브코딩, 예술과기술융합, 창의적표현	예술과 기술을 융합한 창의적 표현	데이터 시각화를 예술 작품처럼 아름답게	창의코딩	완전히 새로운 관점을 제시했다	조예준
Mon Jan 08 2024 12:00:00 GMT+0900 (Korean Standard Time)	조예준	리제너러티브디자인, 재생가능한설계, 순환구조	고갈시키지 않고 재생시키는 설계	에너지를 소모하지 않고 오히려 생성하는 시스템	재생디자인	기존 생각을 부분적으로 수정했다	신서현
Mon Jan 08 2024 12:15:00 GMT+0900 (Korean Standard Time)	신서현	위빠사나명상, 통찰명상, 있는그대로보기	현실을 있는 그대로 관찰하는 명상	판단하지 말고 있는 그대로 관찰하는 연습	위빠사나	기존 생각을 확인강화시켰다	홍도윤
Mon Jan 08 2024 12:30:00 GMT+0900 (Korean Standard Time)	홍도윤	전략적사고, 장기계획, 시나리오플래닝	다양한 시나리오를 고려한 전략적 접근	여러 가능성을 고려해서 유연한 전략 수립	전략적사고	기존 생각을 크게 확장시켰다	백주은
Mon Jan 08 2024 12:45:00 GMT+0900 (Korean Standard Time)	백주은	시간생물학, 생체리듬, 최적화타이밍	생물학적 시간에 맞춘 최적화	멜라토닌, 코르티솔 분비 리듬에 맞춘 생활	시간생물학	완전히 새로운 관점을 제시했다	남시우
Mon Jan 08 2024 13:00:00 GMT+0900 (Korean Standard Time)	남시우	클라우드아키텍처, 분산시스템, 확장성	클라우드처럼 확장 가능한 개인 시스템	언제 어디서나 접근하고 확장 가능한 구조	클라우드	기존 생각을 부분적으로 수정했다	류예은
Mon Jan 08 2024 13:15:00 GMT+0900 (Korean Standard Time)	류예은	발달적관점, 자연스런성장, 단계적발달	인간 발달 과정의 자연스러운 순서	아이가 걷기를 배우듯 자연스럽고 단계적으로	발달심리	기존 생각을 확인강화시켰다	문지훈
Mon Jan 08 2024 13:30:00 GMT+0900 (Korean Standard Time)	문지훈	디스럽티브이노베이션, 기존틀파괴, 새로운표준	기존 방식을 완전히 뒤바꾸는 혁신	기존 습관 패러다임을 완전히 바꾸는 접근	파괴적혁신	기존 생각을 크게 확장시켰다	고은우
Mon Jan 08 2024 13:45:00 GMT+0900 (Korean Standard Time)	고은우	래디컬액셉턴스, 완전한수용, 저항없음	현실을 완전히 받아들이는 자세	바꿀 수 없는 것은 받아들이고 바꿀 수 있는 것에 집중	완전수용	완전히 새로운 관점을 제시했다	양준서
Mon Jan 08 2024 14:00:00 GMT+0900 (Korean Standard Time)	양준서	에머전트시스템, 창발적질					
Thu Jan 04 2024 17:00:00 GMT+0900 (Korean Standard Time)	염시후	익스트림스포츠, 한계돌파, 도전	극한 상황에서 배우는 정신력	암벽등반하며 두려움을 극복하는 정신력을 습관에 적용	익스트림	기존 생각을 부분적으로 수정했다	유채은
Thu Jan 04 2024 17:15:00 GMT+0900 (Korean Standard Time)	유채은	통합의학, 동서양융합, 전체적접근	서양의학과 동양의학의 융합	몸과 마음을 통합적으로 보는 홀리스틱 관점	통합의학	기존 생각을 확인강화시켰다	이건희
Thu Jan 04 2024 17:30:00 GMT+0900 (Korean Standard Time)	이건희	학습과학, 기억법, 효과적학습	과학적으로 검증된 학습법 활용	간격반복과 인출연습으로 습관을 뇌에 각인	학습과학	기존 생각을 크게 확장시켰다	임나은
Thu Jan 04 2024 17:45:00 GMT+0900 (Korean Standard Time)	임나은	바디랭귀지, 무의식적신호, 자연스러움	몸이 보내는 신호에 귀 기울이기	머리로 계획하기 전에 몸의 신호를 먼저 듣기	신체지능	완전히 새로운 관점을 제시했다	장준영
Thu Jan 04 2024 18:00:00 GMT+0900 (Korean Standard Time)	장준영	오픈소스, 공유, 협력	습관도 오픈소스처럼 공유하기	내 습관 노하우를 공개하고 다른 사람 것도 배우기	오픈소스	기존 생각을 부분적으로 수정했다	정서진
Thu Jan 04 2024 18:15:00 GMT+0900 (Korean Standard Time)	정서진	디지털웰니스, 기술과의조화, 균형	기술과 건강한 관계 맺기	기술을 도구로 활용하되 중독되지 않는 선에서	디지털건강	기존 생각을 확인강화시켰다	조민준
Thu Jan 04 2024 18:30:00 GMT+0900 (Korean Standard Time)	조민준	플로우상태, 최고성능, 존재망각	시간과 자아를 잊는 몰입 경험	좋은 습관을 할 때 플로우 상태에 들어가는 경험	몰입경험	기존 생각을 크게 확장시켰다	최하은
Thu Jan 04 2024 18:45:00 GMT+0900 (Korean Standard Time)	최하은	액션러닝, 실행학습, 현장적용	실행하면서 동시에 학습하기	완벽한 계획보다는 실행하면서 배우고 수정하기	실행학습	완전히 새로운 관점을 제시했다	김민준
Fri Jan 05 2024 09:00:00 GMT+0900 (Korean Standard Time)	김민준	건축학, 공간구성, 동선설계	건축가처럼 생활공간 설계하기	집안 동선을 고려해서 습관하기 좋은 공간 배치	건축설계	기존 생각을 부분적으로 수정했다	이서연
Fri Jan 05 2024 09:15:00 GMT+0900 (Korean Standard Time)	이서연	철학적사유, 존재론적질문, 의미탐구	왜 살아가는가에 대한 근본 질문	습관의 목적과 삶의 의미를 철학적으로 탐구	철학	기존 생각을 확인강화시켰다	박지호
Fri Jan 05 2024 09:30:00 GMT+0900 (Korean Standard Time)	박지호	품질관리, 지속적개선, 표준화	품질 관리 시스템을 개인에 적용	PDCA 사이클로 습관의 품질을 지속적으로 개선	품질경영	기존 생각을 크게 확장시켰다	최유진
Fri Jan 05 2024 09:45:00 GMT+0900 (Korean Standard Time)	최유진	복리투자, 장기수익, 인내심	투자하듯 장기적 관점으로 접근	단기 성과에 연연하지 않고 장기 복리 효과 기대	투자철학	완전히 새로운 관점을 제시했다	정도현
Fri Jan 05 2024 10:00:00 GMT+0900 (Korean Standard Time)	정도현	통계학, 확률, 데이터해석	통계적 사고로 패턴 분석하기	개인 데이터의 통계적 의미를 해석하고 활용	통계학	기존 생각을 부분적으로 수정했다	한예슬
Fri Jan 05 2024 10:15:00 GMT+0900 (Korean Standard Time)	한예슬	인공지능, 딥러닝, 패턴학습	AI처럼 패턴을 학습하고 최적화	인공신경망처럼 반복 학습으로 습관을 강화	AI학습	기존 생각을 확인강화시켰다	강태민
Fri Jan 05 2024 10:30:00 GMT+0900 (Korean Standard Time)	강태민	운동생리학, 근육적응, 점진적과부하	운동 원리를 습관에 적용하기	점진적 과부하 원리로 습관의 강도를 높여나가기	운동과학	기존 생각을 크게 확장시켰다	송하린
Fri Jan 05 2024 10:45:00 GMT+0900 (Korean Standard Time)	송하린	중독치료, 보상회로, 도파민	중독 메커니즘을 긍정적으로 활용	나쁜 중독 대신 좋은 습관에 중독되도록 설계	중독심리학	완전히 새로운 관점을 제시했다	임재윤
Fri Jan 05 2024 11:00:00 GMT+0900 (Korean Standard Time)	임재윤	정보아키텍처, 구조설계, 사용성	정보를 구조화하듯 습관 구조화	복잡한 습관을 이해하기 쉽게 구조화하고 설계	정보설계	기존 생각을 부분적으로 수정했다	오수빈
Fri Jan 05 2024 11:15:00 GMT+0900 (Korean Standard Time)	오수빈	사회운동, 변화확산, 임계점	사회 변화처럼 개인 변화도 확산	티핑포인트를 넘어서면 급격한 변화가 일어남	사회변화론	기존 생각을 확인강화시켰다	장서준
Fri Jan 05 2024 11:30:00 GMT+0900 (Korean Standard Time)	장서준	트라우마회복, 후성장, 의미재구성	어려움을 성장의 기회로 전환	과거의 실패와 상처를 성장의 자원으로 활용	외상후성장	기존 생각을 크게 확장시켰다	윤지우
Fri Jan 05 2024 11:45:00 GMT+0900 (Korean Standard Time)	윤지우	디자인씽킹, 사용자중심, 공감	사용자의 니즈에 공감하는 설계	미래의 나를 사용자로 보고 그 니즈에 맞게 설계	디자인사고	완전히 새로운 관점을 제시했다	조예준
Fri Jan 05 2024 12:00:00 GMT+0900 (Korean Standard Time)	조예준	순환경제, 재활용, 지속가능성	자원을 순환시키는 경제 모델	에너지를 낭비하지 않고 순환시키는 습관 시스템	순환경제	기존 생각을 부분적으로 수정했다	신서현
Fri Jan 05 2024 12:15:00 GMT+0900 (Korean Standard Time)	신서현	선수행, 무위자연, 순수의식	복잡한 생각 없이 순수한 마음으로	계획과 목표에 얽매이지 않고 자연스럽게 흘러가기	선사상	기존 생각을 확인강화시켰다	홍도윤
Fri Jan 05 2024 12:30:00 GMT+0900 (Korean Standard Time)	홍도윤	경영전략, 차별화, 경쟁우위	경영전략처럼 개인 전략 수립	나만의 고유한 강점을 활용한 차별화 전략	경영학	기존 생각을 크게 확장시켰다	백주은
Fri Jan 05 2024 12:45:00 GMT+0900 (Korean Standard Time)	백주은	생명과학, 항상성, 자기조절	생명체의 자기조절 원리 활용	몸이 스스로 균형을 맞추듯 습관도 자연스럽게	생물학	완전히 새로운 관점을 제시했다	남시우
Fri Jan 05 2024 13:00:00 GMT+0900 (Korean Standard Time)	남시우	클라우드네이티브, 확장성, 유연성	클라우드처럼 유연하고 확장 가능한 시스템	환경 변화에 따라 유연하게 적응하는 습관 시스템	클라우드	기존 생각을 부분적으로 수정했다	류예은
Fri Jan 05 2024 13:15:00 GMT+0900 (Korean Standard Time)	류예은	인지심리학, 정보처리, 스키마	인간의 인지 과정 이해하고 활용	뇌가 정보를 처리하는 방식에 맞게 습관 설계	인지과학	기존 생각을 확인강화시켰다	문지훈
Fri Jan 05 2024 13:30:00 GMT+0900 (Korean Standard Time)	문지훈	이노베이션, 파괴적혁신, 새로운패러다임	기존 방식을 완전히 뒤바꾸는 혁신	기존의 습관 형성 방법을 완전히 새롭게 접근	혁신론	기존 생각을 크게 확장시켰다	고은우
Fri Jan 05 2024 13:45:00 GMT+0900 (Korean Standard Time)	고은우	휴머니즘, 인간존중, 자기가치	완벽한 기계가 아닌 불완전한 인간	실수하고 넘어져도 괜찮다는 인간적 따뜻함	인문학	완전히 새로운 관점을 제시했다	양준서
